Id,mszoning,bathrooms,bedrooms,finishedsqft,lastsoldyear,lastsoldprice,neighborhood,totalrooms,yearbuilt
2403,RL,4,4,1560,2007,126000,NAmes,8,1968
2404,RL,3,3,1280,2007,175000,NAmes,6,1966
2405,RL,3,3,1254,2007,158500,NAmes,6,1961
2406,RL,2,2,936,2007,141000,NAmes,4,1957
2407,RL,3,3,1008,2007,131000,NAmes,6,1956
2408,RL,3,3,1053,2007,142100,NAmes,6,1963
2409,RL,3,3,1144,2007,120000,NAmes,6,1960
2410,RL,4,4,1721,2007,174850,NAmes,8,1957
2411,RL,3,2,922,2007,116000,NAmes,5,1957
2412,RL,4,3,1411,2007,130000,NAmes,7,1955
2413,RL,2,3,1216,2007,129500,NAmes,5,1955
2414,RL,3,3,1154,2007,142000,NAmes,6,1953
2415,RL,4,4,1560,2007,128600,NAmes,8,1958
2416,RL,3,2,948,2007,125000,NAmes,5,1952
2417,RL,3,3,1040,2007,136000,NAmes,6,1953
2418,RL,2,3,925,2007,127000,NAmes,5,1956
2419,RL,3,4,1540,2007,115000,NAmes,7,1955
2420,RL,2,3,925,2007,116900,NAmes,5,1955
2421,RL,3,3,1647,2007,153000,NAmes,6,1953
2422,RL,4,2,924,2007,112500,OldTown,6,1952
2423,RL,4,3,1544,2007,138000,OldTown,7,1890
2424,RL,4,3,1728,2007,156000,NAmes,7,1953
2425,RL,5,4,3086,2007,301600,NAmes,9,1935
2426,RL,5,1,1281,2007,128500,OldTown,6,1925
2427,RL,3,3,1534,2007,148000,OldTown,6,1895
2428,RL,2,4,1651,2007,172000,NAmes,6,1963
2429,RL,2,3,888,2007,120000,NAmes,5,1961
2430,RL,2,3,952,2007,128500,NAmes,5,1968
2431,RL,3,3,1238,2007,102000,NAmes,6,1950
2432,RL,3,3,1040,2007,152000,NAmes,6,1959
2433,RL,3,3,1170,2007,140000,NAmes,6,1958
2434,RL,3,3,1242,2007,152000,NAmes,6,1960
2435,RL,3,3,1377,2007,156500,NAmes,6,1960
2436,RL,4,3,925,2007,99000,NAmes,7,1961
2437,RL,3,2,864,2007,125500,NAmes,5,1962
2438,RL,3,3,936,2007,130000,NAmes,6,1962
2439,RM,3,2,960,2007,103000,OldTown,5,1926
2440,RM,3,3,1296,2007,127500,OldTown,6,1927
2441,RM,2,2,1022,2007,89500,OldTown,4,1922
2442,RM,3,2,967,2007,99900,OldTown,5,1920
2443,RM,3,2,1072,2007,130000,OldTown,5,1940
2444,RM,4,2,1174,2007,135000,OldTown,6,1900
2445,RM,3,3,1141,2007,85000,OldTown,6,1900
2446,RM,3,4,1798,2007,137000,OldTown,7,1900
2447,RM,4,3,1772,2007,184900,OldTown,7,1910
2448,RM,5,4,1642,2007,145000,OldTown,9,1927
2449,RM,3,3,1232,2007,114000,OldTown,6,1910
2450,RM,3,3,1650,2007,144100,OldTown,6,1910
2451,RM,3,3,1358,2007,124500,OldTown,6,1930
2452,RM,5,3,2454,2007,185000,OldTown,8,1879
2453,RM,3,2,968,2007,104500,OldTown,5,1956
2454,RM,5,1,1382,2007,110000,OldTown,6,1949
2455,RL,5,1,1060,2007,136500,BrkSide,6,1925
2456,RM,3,3,1435,2007,128250,BrkSide,6,1950
2457,RM,3,3,1274,2007,135000,BrkSide,6,1939
2458,RM,3,3,1232,2007,128000,BrkSide,6,1939
2459,RM,3,2,884,2007,113000,BrkSide,5,1939
2460,RM,3,3,1409,2007,126000,BrkSide,6,1938
2461,RM,3,4,1322,2007,132000,BrkSide,7,1939
2462,RM,3,3,1426,2007,131750,BrkSide,6,1930
2463,RM,4,2,1281,2007,132500,BrkSide,6,1926
2464,RM,4,4,2264,2007,200000,OldTown,8,1918
2465,RL,4,3,1376,2007,165000,BrkSide,7,1920
2466,RL,3,4,1316,2007,90000,BrkSide,7,1926
2467,RM,3,3,1344,2007,140000,OldTown,6,1929
2468,RM,4,3,1173,2007,113000,OldTown,7,1901
2469,RM,4,2,1214,2007,117000,OldTown,6,1901
2470,RM,4,5,2294,2007,202500,IDOTRR,9,1963
2471,RM,4,4,1952,2007,212300,IDOTRR,8,1950
2472,RM,4,3,2180,2007,161000,IDOTRR,7,1915
2473,RM,2,3,1315,2007,99500,IDOTRR,5,1958
2475,RL,4,3,2267,2007,219000,Sawyer,7,1937
2476,RL,2,2,1282,2007,108500,SWISU,4,1942
2477,RL,3,3,999,2007,130000,Sawyer,6,1963
2478,RL,4,2,1452,2007,158450,Sawyer,6,1964
2479,RL,2,3,1005,2007,115400,Sawyer,5,1964
2480,RL,2,3,1020,2007,165000,Sawyer,5,1964
2481,RL,3,3,1040,2007,123000,Sawyer,6,1966
2482,RL,4,2,868,2007,119900,Sawyer,6,1971
2483,RL,2,3,897,2007,115000,Sawyer,5,1968
2484,RL,3,2,943,2007,134500,Sawyer,5,1967
2485,RL,3,3,912,2007,129000,Sawyer,6,1966
2486,RL,3,3,1375,2007,187000,Sawyer,6,1956
2487,RL,7,4,2654,2007,158000,Sawyer,11,1920
2488,RL,4,2,1302,2007,165250,Sawyer,6,1940
2489,RL,3,3,1299,2007,150000,Sawyer,6,1954
2490,RL,3,3,1176,2007,137000,Sawyer,6,1958
2491,RL,2,3,998,2007,89500,Sawyer,5,1945
2492,RL,4,3,1522,2007,182000,ClearCr,7,1984
2493,RL,3,3,1325,2007,216000,Edwards,6,1948
2494,RL,3,3,1630,2007,130000,Edwards,6,1953
2495,RL,2,2,1242,2007,109900,Edwards,4,1946
2496,RL,2,4,2422,2007,255000,ClearCr,6,1954
2497,RL,3,3,1626,2007,154000,Edwards,6,1954
2498,RL,3,3,864,2007,118000,SWISU,6,1958
2499,RL,2,3,943,2007,80000,Edwards,5,1958
2500,RL,3,2,1038,2007,130000,Edwards,5,1984
2501,RL,3,4,1342,2007,125000,Edwards,7,1951
2502,RL,3,4,1480,2007,136500,Edwards,7,1951
2503,RL,3,4,1362,2007,96000,Edwards,7,1920
2504,RL,3,4,1822,2007,228500,SawyerW,7,1984
2505,RL,4,3,1958,2007,220000,SawyerW,7,1994
2506,RL,4,3,1651,2007,250000,CollgCr,7,2007
2507,RL,5,3,2140,2007,360000,CollgCr,8,2006
2508,RL,4,3,1651,2007,246500,CollgCr,7,2007
2509,RL,4,3,1546,2007,217000,CollgCr,7,2005
2510,RL,4,3,1500,2007,212999,CollgCr,7,2006
2511,RL,4,2,1270,2007,175900,CollgCr,6,2005
2512,RL,4,3,1795,2007,191000,CollgCr,7,2005
2513,RL,4,3,1873,2007,207000,SawyerW,7,1988
2514,RL,5,0,1743,2007,279000,ClearCr,5,1976
2515,RL,3,3,1022,2007,139500,CollgCr,6,1994
2516,RL,3,3,1308,2007,175000,CollgCr,6,1997
2517,RL,2,3,990,2007,146000,CollgCr,5,1994
2518,RL,3,3,1097,2007,147900,CollgCr,6,1996
2519,RL,4,3,1873,2007,235500,CollgCr,7,1999
2520,RL,4,3,1753,2007,217000,CollgCr,7,1998
2521,RL,4,3,1690,2007,190550,CollgCr,7,2001
2522,RL,4,3,1842,2007,217500,CollgCr,7,2000
2523,RL,2,3,894,2007,131000,CollgCr,5,1974
2524,RL,3,3,1025,2007,153500,CollgCr,6,1976
2525,RL,3,3,1009,2007,160000,CollgCr,6,1977
2526,RL,2,3,1040,2007,134900,CollgCr,5,1977
2527,RL,2,3,907,2007,130000,CollgCr,5,1977
2528,RL,2,3,879,2007,120000,CollgCr,5,1975
2529,RL,2,3,864,2007,127000,CollgCr,5,1972
2530,RL,2,3,875,2007,117000,CollgCr,5,1972
2531,RL,4,3,1673,2007,270000,CollgCr,7,2000
2532,RL,4,3,1932,2007,213000,CollgCr,7,2003
2533,RL,4,3,1729,2007,200000,CollgCr,7,2002
2534,RL,4,3,1592,2007,228000,CollgCr,7,1994
2535,RL,3,4,2439,2007,275000,CollgCr,7,2001
2536,RL,4,3,1992,2007,211000,CollgCr,7,1996
2537,RL,4,1,1341,2007,246900,CollgCr,5,1999
2538,RL,4,3,1476,2007,179400,CollgCr,7,2007
2539,RL,3,2,1190,2007,173500,CollgCr,5,2005
2540,RL,3,3,1330,2007,167840,CollgCr,6,2006
2541,RL,4,3,1491,2007,168675,CollgCr,7,2006
2542,RL,3,3,1536,2007,167000,CollgCr,6,2005
2543,RL,2,2,936,2007,118500,Edwards,4,1967
2544,RL,2,2,1088,2007,110000,Edwards,4,1963
2545,RL,4,3,1351,2007,122000,Edwards,7,1925
2546,RL,3,2,1179,2007,110000,Edwards,5,1960
2547,RL,4,3,1044,2007,133500,Edwards,7,1976
2548,RL,6,5,2233,2007,141000,Edwards,11,1979
2549,RL,3,3,1408,2007,171500,Edwards,6,2005
2551,RM,3,2,1072,2007,140000,Edwards,5,2005
2552,RL,2,2,960,2007,131750,Edwards,4,1959
2553,RL,4,2,1152,2007,61500,Edwards,6,1955
2554,RL,4,4,1195,2007,98500,Edwards,8,1946
2555,RL,2,2,865,2007,108500,Edwards,4,1920
2556,RL,2,2,768,2007,125000,Edwards,4,1955
2557,RL,2,3,864,2007,79275,Edwards,5,1955
2558,RL,6,6,2592,2007,150000,SWISU,12,1923
2559,RL,3,3,1422,2007,136500,Crawfor,6,1926
2560,RL,6,2,1298,2007,146500,Crawfor,8,1921
2561,RL,3,2,1098,2007,148500,Crawfor,5,1930
2562,RL,4,3,1436,2007,141500,Crawfor,7,1921
2563,RL,3,3,1461,2007,135000,Crawfor,6,1926
2564,RL,4,4,1718,2007,238000,Crawfor,8,1927
2565,RL,5,2,1226,2007,153500,Crawfor,7,1951
2566,RL,3,4,1755,2007,188000,Crawfor,7,1930
2567,RL,2,3,1355,2007,140000,Crawfor,5,1941
2568,RL,3,3,1560,2007,201000,Crawfor,6,1960
2569,RL,4,3,1488,2007,215000,Crawfor,7,1968
2570,RM,3,2,1045,2007,123900,Blueste,5,1980
2571,RL,3,4,1680,2007,170000,Crawfor,7,1995
2572,RM,3,1,1020,2007,200000,Blueste,4,1988
2573,RL,4,3,1696,2007,198000,Crawfor,7,1971
2575,RM,3,3,1215,2007,141000,IDOTRR,6,1940
2576,RM,3,3,1601,2007,129850,IDOTRR,6,1925
2578,RM,3,2,816,2007,75200,IDOTRR,5,1922
2579,RM,3,1,845,2007,68104,IDOTRR,4,1939
2580,C (all),5,4,1991,2007,119600,IDOTRR,9,1895
2581,C (all),3,3,1073,2007,140000,IDOTRR,6,1957
2582,C (all),3,2,1001,2007,124900,IDOTRR,5,1930
2583,RM,3,2,1625,2007,375000,Crawfor,5,2006
2584,RL,3,2,1299,2007,183500,Mitchel,5,1979
2585,RL,3,3,1392,2007,215000,Mitchel,6,2002
2586,RL,3,1,1409,2007,245000,Mitchel,4,2002
2587,RL,3,3,1478,2007,210000,Mitchel,6,1991
2588,RL,1,3,918,2007,148000,Mitchel,4,1975
2589,RL,3,2,1026,2007,143000,Mitchel,5,1974
2590,RL,3,2,1501,2007,244000,Timber,5,1987
2591,RL,3,4,2279,2007,257000,Timber,7,1958
2592,RL,4,3,1689,2007,231713,Timber,7,2006
2593,RL,4,2,1564,2007,267300,Timber,6,2006
2594,RL,3,3,1240,2007,174000,Timber,6,1985
2595,RL,3,2,1312,2007,180500,Timber,5,2001
2596,RL,4,2,1922,2007,282000,Timber,6,2002
2597,RL,4,3,1491,2007,178000,Timber,7,1996
2598,RL,5,5,2486,2007,279900,Timber,10,2003
2599,RL,5,3,1824,2007,392000,Timber,8,2006
2600,RL,7,2,2034,2007,130000,Mitchel,9,1953
2601,RM,3,0,936,2007,140000,Mitchel,3,1996
2602,RM,2,3,1092,2007,85500,MeadowV,5,1972
2603,RM,2,2,992,2007,106500,MeadowV,4,1970
2604,RM,2,3,1092,2007,93900,MeadowV,5,1970
2605,RM,3,3,1092,2007,75190,MeadowV,6,1976
2606,RL,3,1,1008,2007,153500,Mitchel,4,1977
2607,RL,3,3,1356,2007,188000,Mitchel,6,1977
2608,RL,3,3,1676,2007,196000,Mitchel,6,1977
2609,RL,3,3,1432,2007,157000,Mitchel,6,1977
2610,RL,3,2,796,2007,138000,Mitchel,5,1971
2611,RL,3,3,1608,2007,80000,Mitchel,6,1961
2612,RL,3,3,1178,2007,135000,Mitchel,6,1976
2613,RL,2,2,816,2007,139000,Mitchel,4,1983
2614,RL,2,3,887,2007,124500,Mitchel,5,1984
2615,RL,3,2,1293,2006,149900,NAmes,5,1954
2616,RL,3,2,1024,2006,157500,NAmes,5,1956
2617,RL,4,3,1797,2006,169000,NAmes,7,1957
2618,RL,3,1,1390,2006,252000,NAmes,4,1957
2619,RL,5,3,1851,2006,192100,NAmes,8,1969
2620,RL,3,3,1525,2006,183500,Gilbert,6,1997
2621,RL,4,3,1671,2006,170000,Gilbert,7,1995
2622,RL,4,3,1776,2006,202000,Gilbert,7,1996
2623,RL,3,4,2064,2006,250000,Gilbert,7,2005
2624,RL,6,3,2212,2006,309000,Gilbert,9,2005
2625,RL,5,4,2687,2006,270000,StoneBr,9,1994
2626,RL,3,3,1169,2006,183500,Gilbert,6,1993
2627,RL,3,2,1204,2006,130000,StoneBr,5,1987
2628,RL,8,3,2798,2006,457347,StoneBr,11,2005
2629,RL,5,5,3390,2006,545224,StoneBr,10,2006
2630,RL,7,4,2473,2006,356383,StoneBr,11,2006
2631,RL,7,4,2698,2006,535000,StoneBr,11,2006
2632,RL,6,4,2795,2006,401179,StoneBr,10,2005
2633,RL,5,2,1714,2006,318000,StoneBr,7,2005
2634,RL,5,3,2000,2006,470000,StoneBr,8,2005
2635,RL,3,2,1102,2006,169000,NWAmes,5,1980
2636,RL,4,4,1857,2006,188900,NWAmes,8,1978
2637,RL,3,2,1083,2006,172000,NWAmes,5,1976
2638,FV,5,3,2318,2006,294323,Somerst,8,2005
2639,RL,5,3,1875,2006,184500,NWAmes,8,1975
2640,RL,3,3,1103,2006,155000,NWAmes,6,1974
2641,RL,2,3,874,2006,97500,NAmes,5,1971
2642,RH,2,2,1419,2006,190000,NAmes,4,2002
2643,RM,3,3,1092,2006,105500,BrDale,6,1973
2644,RM,4,3,1365,2006,125500,BrDale,7,1973
2645,RM,3,3,1030,2006,116000,BrDale,6,1972
2646,RM,3,2,948,2006,89000,BrDale,5,1972
2647,RM,3,3,1092,2006,108000,BrDale,6,1972
2648,RL,2,2,1069,2006,146300,NPkVill,4,1975
2649,RL,3,3,1387,2006,145000,NAmes,6,1967
2650,RL,2,2,1055,2006,137500,NPkVill,4,1976
2651,RL,3,3,1456,2006,144000,NPkVill,6,1976
2652,RL,7,4,2589,2006,412083,NridgHt,11,2006
2653,RL,4,2,1618,2006,252000,NridgHt,6,2004
2654,RL,4,4,1740,2006,293000,NridgHt,8,2006
2655,RL,5,2,1868,2006,415000,NridgHt,7,2005
2656,RL,6,4,2206,2006,300000,NridgHt,10,2005
2657,RL,5,3,2091,2006,338500,NridgHt,8,2005
2658,RL,5,3,2253,2006,344133,NridgHt,8,2005
2659,RL,6,4,2389,2006,298236,NridgHt,10,2006
2660,RL,6,4,2358,2006,329900,NridgHt,10,2005
2661,RL,4,2,1792,2006,372397,NridgHt,6,2005
2662,RL,5,2,1780,2006,378000,NridgHt,7,2004
2663,RL,6,3,1914,2006,279000,NridgHt,9,2004
2664,RL,4,2,1565,2006,282500,NridgHt,6,2005
2665,RL,5,1,1686,2006,332200,NridgHt,6,2006
2666,RL,4,2,1666,2006,310090,NridgHt,6,2006
2667,RL,5,3,1456,2006,170440,Gilbert,8,2005
2668,RL,5,3,1492,2006,169985,Gilbert,8,2006
2669,RL,3,3,1326,2006,174190,Gilbert,6,2006
2670,RL,5,4,2373,2006,258000,Gilbert,9,2004
2671,RL,5,3,1492,2006,185101,Gilbert,8,2006
2672,RL,4,2,1364,2006,210250,Blmngtn,6,2006
2673,RL,3,2,1511,2006,246990,Blmngtn,5,2002
2674,RM,5,2,1548,2006,225000,Blmngtn,7,2004
2675,RL,4,2,1142,2006,156820,Blmngtn,6,2005
2676,RL,4,3,1598,2006,201490,Gilbert,7,2004
2677,RL,6,3,1889,2006,215000,Gilbert,9,2000
2678,RL,4,4,2322,2006,287602,Gilbert,8,2006
2679,RL,4,3,1976,2006,286000,NoRidge,7,1998
2680,RL,4,3,2234,2006,300000,NoRidge,7,2000
2681,RL,5,4,2855,2006,405000,NoRidge,9,2000
2682,RL,5,4,2726,2006,350000,NoRidge,9,1995
2683,RL,7,4,3500,2006,584500,NoRidge,11,1993
2684,RL,5,4,2494,2006,321000,NoRidge,9,1994
2685,RL,5,3,2799,2006,315000,NoRidge,8,1993
2686,RL,5,3,1964,2006,252000,Somerst,8,2005
2687,RL,4,2,1670,2006,336820,Somerst,6,2006
2688,RL,4,3,1504,2006,199000,Somerst,7,2006
2689,FV,3,2,1278,2006,198600,Somerst,5,2006
2690,FV,8,3,2640,2006,405749,Somerst,11,2006
2691,FV,4,3,1716,2006,200825,Somerst,7,2005
2692,RL,2,3,1142,2006,139500,SawyerW,5,2005
2693,RL,3,3,1400,2006,186800,SawyerW,6,2005
2694,RL,3,3,1131,2006,132000,SawyerW,6,2005
2695,RL,5,3,1686,2006,184000,SawyerW,8,2005
2696,RL,4,3,1585,2006,184900,SawyerW,7,2005
2697,RL,4,3,1837,2006,187000,SawyerW,7,1997
2698,RL,4,3,1731,2006,248500,SawyerW,7,1992
2699,RL,3,2,1398,2006,172000,SawyerW,5,1990
2700,RL,3,2,1217,2006,151000,SawyerW,5,1991
2701,RL,3,3,1320,2006,150000,SawyerW,6,1994
2702,RL,3,3,988,2006,129500,Sawyer,6,1962
2703,RM,6,4,1654,2006,119500,Sawyer,10,1977
2704,RL,4,2,1211,2006,144000,Sawyer,6,1962
2705,RL,2,3,984,2006,126000,Sawyer,5,1965
2706,RL,2,3,909,2006,116000,Sawyer,5,1968
2707,RL,3,2,925,2006,133500,Sawyer,5,1963
2708,RL,2,3,1024,2006,120875,Sawyer,5,1965
2709,RL,3,3,912,2006,124000,Sawyer,6,1964
2710,RL,3,3,941,2006,129200,Sawyer,6,1967
2711,RL,6,3,2646,2006,260000,Veenker,9,1974
2712,RL,6,3,2826,2006,334000,NoRidge,9,1992
2713,FV,4,1,1143,2006,176400,Somerst,5,2004
2714,FV,2,2,1223,2006,149900,Somerst,4,2005
2715,FV,2,2,1524,2006,166000,Somerst,4,2000
2716,FV,2,2,1080,2006,139000,Somerst,4,2003
2717,FV,3,3,1694,2006,200000,Somerst,6,1997
2718,FV,3,3,1568,2006,221000,Somerst,6,2001
2719,RL,4,2,1193,2006,146500,NWAmes,6,1972
2720,RL,4,3,1334,2006,164500,NWAmes,7,1967
2721,RL,3,3,1051,2006,142000,NAmes,6,1968
2722,RL,3,4,1770,2006,155000,NAmes,7,1968
2723,RL,2,2,976,2006,157500,NAmes,4,1968
2724,RL,3,3,898,2006,140000,NAmes,6,1968
2725,RL,3,3,1051,2006,124400,NAmes,6,1966
2726,RL,3,3,1141,2006,158000,NAmes,6,1967
2727,RL,4,3,1565,2006,185900,NAmes,7,1965
2728,RL,4,3,1488,2006,167000,NAmes,7,1964
2729,RL,3,4,1440,2006,157500,NAmes,7,1964
2730,RL,3,3,1248,2006,151500,NAmes,6,1960
2731,RL,2,2,816,2006,129800,NAmes,4,1934
2732,RL,3,2,1043,2006,137000,NAmes,5,1947
2733,RL,4,3,1433,2006,161000,NAmes,7,1961
2734,RL,4,2,1624,2006,146500,NAmes,6,1952
2735,RL,4,3,1216,2006,135000,NAmes,7,1951
2736,RL,4,3,1728,2006,137000,NAmes,7,1949
2737,RL,3,2,936,2006,121000,NAmes,5,1954
2738,RL,4,4,1584,2006,119000,NAmes,8,1967
2739,RL,3,3,1246,2006,172000,NAmes,6,1964
2740,RL,3,2,1008,2006,135000,NAmes,5,1963
2741,RL,3,3,1364,2006,132000,NAmes,6,1957
2742,RL,4,3,1336,2006,162000,NAmes,7,1958
2743,RL,3,3,1370,2006,148000,NAmes,6,1956
2744,RL,3,3,1124,2006,153000,NAmes,6,1956
2745,RL,3,3,1050,2006,156000,NAmes,6,1954
2746,RL,2,2,1008,2006,139500,NAmes,4,1952
2747,RL,3,2,1575,2006,155000,NAmes,5,1951
2748,RL,3,3,1145,2006,127000,NAmes,6,1956
2749,RL,4,2,1005,2006,133500,NAmes,6,1956
2750,RL,3,3,1056,2006,125000,NAmes,6,1955
2751,RL,2,2,884,2006,142000,NAmes,4,1951
2752,RL,4,3,2039,2006,167000,NAmes,7,1941
2753,RL,4,2,1384,2006,159000,NAmes,6,1956
2754,RL,5,5,2640,2006,180000,OldTown,10,1925
2755,RL,3,3,1312,2006,127000,NAmes,6,1947
2756,RL,3,2,713,2006,99800,OldTown,5,1930
2757,RL,2,2,715,2006,68000,NAmes,4,1929
2758,RL,4,1,720,2006,86900,OldTown,5,1900
2759,RL,4,3,1595,2006,155500,OldTown,7,1915
2760,RL,3,4,1760,2006,80000,OldTown,7,1910
2761,RL,3,3,1146,2006,165000,NAmes,6,1963
2762,RL,3,3,1207,2006,147000,NAmes,6,1962
2763,RL,3,3,1773,2006,183000,NAmes,6,1961
2764,RL,3,2,1472,2006,157500,NAmes,5,1959
2765,RL,6,3,2448,2006,277500,NAmes,9,1962
2766,RL,3,3,1521,2006,147500,NAmes,6,1950
2767,RL,4,2,1040,2006,81400,NAmes,6,1950
2768,RL,4,4,1556,2006,119000,NAmes,8,1960
2769,RL,3,3,1150,2006,146000,NAmes,6,1961
2770,RL,3,3,1045,2006,120000,NAmes,6,1962
2771,RL,2,3,864,2006,105000,NAmes,5,1962
2772,RL,3,3,1025,2006,124000,NAmes,6,1962
2773,RM,3,5,2014,2006,169000,OldTown,8,1900
2774,RM,3,3,1668,2006,135000,OldTown,6,1948
2775,RM,5,4,1657,2006,111500,OldTown,9,1920
2776,RM,4,3,1416,2006,156500,OldTown,7,1900
2777,RM,3,4,1428,2006,139900,OldTown,7,1900
2778,RM,3,2,1004,2006,105000,OldTown,5,1930
2779,RM,5,4,1951,2006,111500,OldTown,9,1900
2780,RM,3,2,1032,2006,108000,OldTown,5,1924
2781,RM,3,2,844,2006,111500,OldTown,5,1925
2782,RM,3,2,864,2006,105000,OldTown,5,1950
2783,RM,5,2,1376,2006,96900,OldTown,7,1905
2784,RM,2,3,960,2006,135500,OldTown,5,1955
2785,RM,2,5,1566,2006,139000,OldTown,7,1924
2786,RM,2,1,492,2006,61500,OldTown,3,1921
2787,RM,2,3,1182,2006,120000,OldTown,5,1945
2788,RM,3,2,840,2006,64000,OldTown,5,1920
2789,RM,4,5,2104,2006,155000,OldTown,9,1910
2790,RM,6,2,1248,2006,93500,OldTown,8,1920
2791,RM,2,3,960,2006,125000,OldTown,5,1958
2792,C (all),3,2,1020,2006,64500,IDOTRR,5,1918
2793,RL,7,2,1827,2006,202500,BrkSide,9,1924
2794,RM,3,3,1162,2006,75000,BrkSide,6,1930
2795,RM,4,3,1324,2006,110000,BrkSide,7,1930
2796,RL,2,2,816,2006,109000,BrkSide,4,1925
2797,RM,3,5,2486,2006,220000,OldTown,8,1962
2798,RM,4,3,1430,2006,107000,IDOTRR,7,1924
2799,RM,4,3,1330,2006,116500,IDOTRR,7,1910
2800,RM,2,2,819,2006,72000,IDOTRR,4,1919
2801,RM,3,3,984,2006,90000,IDOTRR,6,1930
2802,RL,4,3,1422,2006,137500,Sawyer,7,1951
2803,RL,4,4,1921,2006,150000,Sawyer,8,1964
2804,RL,4,3,1640,2006,131000,Sawyer,7,1950
2805,RL,4,2,1032,2006,125000,Edwards,6,1935
2806,RL,2,2,879,2006,80000,SWISU,4,1936
2807,RL,2,2,1073,2006,157000,SWISU,4,2004
2808,RL,3,3,1064,2006,153600,Sawyer,6,1967
2809,RL,2,2,934,2006,132000,Sawyer,4,1964
2810,RL,3,3,1059,2006,142500,Sawyer,6,1966
2811,RL,4,3,1458,2006,165000,Sawyer,7,1967
2812,RL,3,3,1040,2006,160500,Sawyer,6,1978
2813,RL,4,6,1967,2006,156500,Sawyer,10,1977
2814,RL,4,6,1949,2006,157000,Sawyer,10,1977
2815,RL,3,2,872,2006,105000,Sawyer,5,1924
2816,RL,4,2,1830,2006,278000,ClearCr,6,1967
2817,RL,3,1,1000,2006,164000,ClearCr,4,1963
2818,RL,2,2,810,2006,130000,Sawyer,4,1971
2819,RL,5,2,1700,2006,148400,ClearCr,7,1980
2820,RL,3,3,1350,2006,146000,Edwards,6,1954
2821,RL,3,3,1150,2006,128000,Edwards,6,1942
2822,RL,4,4,2009,2006,235000,Edwards,8,1928
2823,RL,2,5,3672,2006,415000,Edwards,7,1935
2824,RL,3,3,1560,2006,182000,Edwards,6,1962
2825,RL,4,3,1488,2006,135000,Edwards,7,1952
2826,RL,3,3,1057,2006,137000,Edwards,6,1955
2827,RL,2,5,1609,2006,149900,Edwards,7,1953
2828,RL,5,4,2559,2006,209000,SawyerW,9,1989
2829,RL,6,2,1440,2006,224500,SawyerW,8,1993
2830,RL,4,3,1876,2006,229800,CollgCr,7,2005
2831,RL,4,2,1208,2006,183600,CollgCr,6,2005
2832,RL,4,3,1846,2006,233555,CollgCr,7,2006
2833,RL,4,2,1590,2006,294900,CollgCr,6,2005
2834,RL,5,3,1809,2006,209700,CollgCr,8,2005
2835,RL,4,3,1614,2006,225000,CollgCr,7,2005
2836,RL,3,3,1596,2006,181000,CollgCr,6,2005
2837,RL,3,3,1388,2006,158900,ClearCr,6,1968
2838,RL,2,3,1100,2006,145000,CollgCr,5,1996
2839,RL,3,3,1499,2006,187000,CollgCr,6,1995
2840,RL,2,3,1425,2006,193000,CollgCr,5,1998
2841,RL,4,3,1749,2006,196000,CollgCr,7,1999
2842,RL,4,3,1779,2006,217000,CollgCr,7,1999
2843,RL,3,3,1388,2006,157500,CollgCr,6,1977
2844,RL,3,3,1282,2006,174000,CollgCr,6,1978
2845,RL,2,3,864,2006,119900,CollgCr,5,1972
2846,RL,3,3,1762,2006,222000,CollgCr,6,2002
2847,RL,4,3,1755,2006,214000,CollgCr,7,1999
2848,RL,4,1,1358,2006,220000,CollgCr,5,2002
2849,RL,4,4,1909,2006,197000,CollgCr,8,2002
2850,RL,5,3,2214,2006,268500,CollgCr,8,1999
2851,RL,5,4,2049,2006,210900,CollgCr,9,1996
2852,RL,5,3,1939,2006,227000,CollgCr,8,1998
2853,RL,4,4,1995,2006,237000,CollgCr,8,1995
2854,RM,3,1,848,2006,133000,CollgCr,4,2003
2855,RL,4,3,1390,2006,207000,CollgCr,7,2003
2856,RL,4,3,1737,2006,203160,CollgCr,7,2006
2857,RL,3,3,1611,2006,195800,CollgCr,6,2005
2858,RL,3,3,1336,2006,198000,CollgCr,6,2005
2859,RL,3,3,1436,2006,98000,Edwards,6,1910
2860,RL,0,4,1012,2006,127500,Edwards,4,1975
2861,RL,3,2,1176,2006,119900,Edwards,5,1969
2862,RL,5,3,1724,2006,196500,Edwards,8,2003
2863,RL,2,2,914,2006,117250,Edwards,4,2002
2864,RL,6,3,2314,2006,229000,Edwards,9,2003
2865,RM,3,2,1072,2006,142500,Edwards,5,2005
2866,RM,4,3,1709,2006,130000,Edwards,7,2004
2867,RL,2,3,936,2006,97900,Edwards,5,1948
2868,RL,4,3,1338,2006,92000,Edwards,7,1915
2869,RL,5,4,1669,2006,107000,Edwards,9,1924
2870,RL,3,3,1482,2006,125000,Edwards,6,1954
2871,RL,5,3,1414,2006,83000,Edwards,8,1922
2872,RL,2,1,498,2006,35000,Edwards,3,1922
2873,RL,2,3,1273,2006,121000,Edwards,5,1910
2874,RL,3,3,1551,2006,137000,SWISU,6,1938
2875,RH,3,3,1340,2006,128000,SWISU,6,1945
2876,RL,3,3,1479,2006,160000,SWISU,6,1926
2877,RL,3,3,1510,2006,149000,SWISU,6,1920
2878,RL,3,4,1636,2006,167000,Crawfor,7,1919
2879,RL,3,3,1465,2006,131000,SWISU,6,1939
2880,RL,2,4,1288,2006,112000,SWISU,6,1941
